Open reading frame,gonad_a1,gonad_a2,gonad_a3,gonad_a4,gonad_a5,gonad_a6,gonad_a7,gonad_a8,gonad_a9,gonad_a10,gonad_b1,gonad_b2,gonad_b3,gonad_b4,gonad_b5,gonad_b6,gonad_b7,gonad_b8,gonad_b9,gonad_b10,Chromosome,Start,End,Strand,WBGene,Gene Name,Type
F56H9.5,1.359748718,0.869281756,0,0,0.213722708,0.562258931,1.907232225,0,1.884499053,2.243832825,0,0,0,0,0.281621917,4.937686398,1.900743191,1.467114626,2.889171386,1.498149785,CHROMOSOME_V,12649841,12658701,+,WBGene00003011,lin-25,cds
F56H9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,12628939,12629843,-,WBGene00044198,,cds
F56H9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,12644782,12646614,+,WBGene00189948,,cds
F56H9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,12624140,12624445,-,WBGene00206460,,cds
F57A10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,15758730,15760398,+,WBGene00006077,str-9,cds
F57A10.2,0,0,0,0,0,0,0,0,0,0,0,0.758610226,0,0,0.281621917,0,0,0,0,0,CHROMOSOME_V,15766556,15767255,+,WBGene00010184,,cds
F57A10.3,1.359748718,4.781049658,5.530649559,5.696908207,4.060731445,5.903718781,3.814464449,9.837194432,10.36474479,7.180265042,3.38577523,3.79305113,6.704420001,3.452941121,7.322169841,10.86291007,5.702229572,4.401343877,1.926114257,7.490748925,CHROMOSOME_V,15760429,15766157,-,WBGene00001813,haf-3,cds
F57A10.4,1.359748718,1.738563512,0.325332327,1.627688059,2.778395199,1.405647329,1.907232225,1.639532405,1.884499053,1.79506626,1.128591743,2.275830678,0.893922667,0,0.281621917,0.98753728,0,1.467114626,0,0,CHROMOSOME_V,15769409,15770540,+,WBGene00010185,,cds
F57A10.5,0,0,0.325332327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,15770283,15773207,-,WBGene00003650,nhr-60,cds
F57A10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,15774927,15776657,-,WBGene00010186,nhr-283,cds
F57A8.1,0,0,0,0,0,0.281129466,0,0,0,0.89753313,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,10037316,10047760,+,WBGene00010177,,cds
F57A8.10,0,0.869281756,0.325332327,0,0.427445415,0,0,0,0.942249527,0,0,1.517220452,0.446961333,0,0,0,0,0,0,0,CHROMOSOME_V,10049262,10049893,-,WBGene00206465,,cds
F57A8.2,1.359748718,6.084972292,5.530649559,7.595877609,10.47241267,8.715013438,5.721696674,1.639532405,3.768998106,7.180265042,7.900142203,8.344712487,7.598342667,4.708556074,6.758926007,7.900298236,9.503715953,4.401343877,9.630571285,7.490748925,CHROMOSOME_V,10049838,10054891,-,WBGene00010178,yif-1,cds
F57A8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,10052131,10053869,+,WBGene00006169,str-118,cds
F57A8.4,0,0,0,0,0.213722708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,10067063,10068817,+,WBGene00010179,,cds
F57A8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,10069344,10070616,-,WBGene00010180,nhr-192,cds
F57A8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,10071920,10073868,-,WBGene00010181,,cds
F57A8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,10075724,10077779,+,WBGene00010182,,cds
F57A8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,10064479,10064915,+,WBGene00010183,fipr-13,cds
F57B1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,13193919,13195634,-,WBGene00010187,,cds
F57B1.2,8.158492311,12.60458546,11.06129912,14.10662984,23.29577513,16.58663848,1.907232225,14.75579165,15.07599242,15.70682978,14.67169266,15.93081475,15.64364667,10.35882336,13.2362301,12.83798463,15.20594552,11.73691701,9.630571285,10.4870485,CHROMOSOME_V,13191688,13193524,-,WBGene00006311,sun-1,cds
F57B1.3,0,0,0,0,0.213722708,0,0,0,0,0,0,0,0,0,0.281621917,0,0,0,0,0,CHROMOSOME_V,13198216,13199301,-,WBGene00000732,col-159,cds
F57B1.4,1.359748718,0.434640878,0.650664654,0,0.641168123,0.562258931,0,0,0.942249527,0,0,0,0,0,0.281621917,0,0.950371595,0,0,0,CHROMOSOME_V,13200968,13202175,-,WBGene00000733,col-160,cds
F57B1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,13207749,13208772,+,WBGene00010188,,cds
F57B1.6,0,0,0.325332327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,13209631,13213448,+,WBGene00010189,,cds
F57B1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,13188011,13189392,-,WBGene00044199,,cds
F57B1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,13196189,13197909,-,WBGene00045488,,cds
F57B10.1,5.438994874,9.562099315,14.63995471,16.00559925,25.00555679,23.89600459,32.42294782,37.70924532,24.49848769,35.45255864,1.128591743,12.13776362,12.067956,17.57860934,26.19083828,25.67596927,26.61040467,54.28324115,43.33757078,43.44634377,CHROMOSOME_I,6574003,6585176,+,WBGene00002783,let-607,cds
F57B10.10,17.67673334,25.6438118,27.00258314,23.60147686,21.79971618,22.77148673,28.60848337,40.98831013,32.0364839,29.16982673,16.92887615,28.82718859,29.05248667,18.8342243,26.75408211,31.60119295,37.06449222,22.00671938,23.11337109,23.97039656,CHROMOSOME_I,6553480,6554293,-,WBGene00000896,dad-1,cds
F57B10.11,19.03648206,17.820276,14.96528704,24.68660223,19.6624891,14.89986168,11.44339335,9.837194432,7.537996212,15.25806321,6.771550459,15.93081475,18.32541467,12.55614953,14.08109585,5.431455037,14.25557393,11.73691701,7.704457028,1.498149785,CHROMOSOME_I,6563641,6564454,-,WBGene00000236,bag-1,cds
F57B10.12,8.158492311,11.73530371,19.19460729,32.28247984,54.07184503,62.12961193,66.75312786,63.94176381,65.01521733,55.64705407,6.771550459,27.30996814,25.92375734,22.28716542,37.73733687,52.33947582,57.97266731,45.4805534,54.89425633,43.44634377,CHROMOSOME_I,6564747,6565869,-,WBGene00003184,mei-2,cds
F57B10.14,24.47547693,23.90524829,16.59194868,14.64919253,12.60963975,15.46212062,13.35062557,9.837194432,9.422495265,13.91176352,14.67169266,10.62054316,14.749724,23.54278037,12.95460818,7.900298236,7.602972762,4.401343877,4.815285643,16.47964764,CHROMOSOME_I,6552834,6553382,-,WBGene00019007,,cds
F57B10.3,2.719497437,5.650331414,10.08530214,14.10662984,16.67037119,18.27341527,15.2578578,21.31392127,13.19149337,18.39942917,2.257183486,8.344712487,8.939226668,11.92834205,15.48920543,14.81305919,19.9578035,14.67114626,17.33502831,20.97409699,CHROMOSOME_I,6569495,6572601,+,WBGene00019001,,cds
F57B10.4,9.518241029,19.12419863,18.86927496,16.54816193,17.73898473,20.80358046,28.60848337,22.95345368,16.96049148,21.09202856,11.28591743,15.17220452,15.19668533,15.69518691,19.15029035,20.24451423,12.35483074,27.87517789,17.33502831,13.48334807,CHROMOSOME_I,6566174,6568906,+,WBGene00019002,,cds
F57B10.5,14.9572359,9.127458437,12.36262842,14.10662984,14.96058953,16.30550901,22.8867867,14.75579165,20.72948958,21.54079512,6.771550459,14.4135943,21.90110534,8.789304672,14.9259616,18.26943967,17.10668872,19.07249013,12.51974267,13.48334807,CHROMOSOME_I,6562698,6563661,+,WBGene00019003,,cds
F57B10.6,9.518241029,11.73530371,9.759969809,10.85125373,9.403799135,9.277272369,9.536161123,13.11625924,8.480245739,5.833965346,9.028733946,9.103322713,14.30276267,9.10320841,15.20758351,10.36914144,6.652601167,7.335573128,10.59362841,7.490748925,CHROMOSOME_I,6558701,6562393,+,WBGene00019004,xpg-1,cds
F57B10.7,0,2.17320439,4.879984905,6.239470893,7.694017474,5.341459849,9.536161123,9.837194432,8.480245739,13.46299695,4.514366973,3.79305113,3.128729334,5.964171027,7.885413674,12.34421599,7.602972762,7.335573128,10.59362841,17.97779742,CHROMOSOME_I,6554730,6558594,+,WBGene00006607,tre-1,cds
F57B10.8,2.719497437,12.60458546,6.506646539,9.766128354,5.556790398,8.152754507,9.536161123,6.558129621,4.711247633,5.833965346,10.15732569,9.103322713,10.727072,7.847593457,8.167035591,9.875372795,1.900743191,4.401343877,6.7413999,1.498149785,CHROMOSOME_I,6548645,6550448,-,WBGene00019005,,cds
F57B10.9,1.359748718,1.738563512,2.602658616,3.797938804,3.419563322,5.903718781,9.536161123,6.558129621,9.422495265,3.141365956,2.257183486,5.310271582,4.469613334,2.197326168,5.069194505,5.431455037,3.801486381,2.934229251,7.704457028,7.490748925,CHROMOSOME_I,6550534,6552647,-,WBGene00019006,,cds
F57B7.1,0,0,0,0,0,0.562258931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,11438752,11441616,+,WBGene00010191,dmsr-1,cds
F57B7.2,0,0.434640878,0,0,0,0,0,0,0.942249527,0.448766565,0,0,0,0,0,0.49376864,0,0,0,0,CHROMOSOME_V,11441896,11443585,-,WBGene00010192,,cds
F57B7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,11449205,11450339,-,WBGene00000729,col-156,cds
F57B7.4,0,0,0,0,0,0,0,0,0,0.448766565,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,11446634,11449228,+,WBGene00003248,mig-17,cds
F57B9.1,4.079246155,9.127458437,7.807975847,14.37791119,6.197958521,4.779200918,3.814464449,3.279064811,1.884499053,5.385198781,4.514366973,6.068881809,8.045304001,5.964171027,4.787572588,4.937686398,3.801486381,1.467114626,3.852228514,2.99629957,CHROMOSOME_III,6962264,6963264,+,WBGene00018996,,cds
F57B9.10,33.99371796,37.81375638,42.29320251,43.94757759,63.26192145,48.35426811,53.40250229,44.26737494,51.82372396,50.26185529,44.01507799,28.06857836,41.567404,41.12138971,45.34112863,46.90802078,40.8659786,42.54632414,42.37451366,76.40563904,CHROMOSOME_III,6959054,6961971,-,WBGene00004462,,cds
F57B9.2,12.23773847,16.51635336,17.24261333,15.19175522,15.81548036,12.93195542,9.536161123,6.558129621,12.24924384,18.84819573,11.28591743,13.65498407,11.62099467,24.48449159,21.40326569,14.81305919,12.35483074,2.934229251,19.26114257,19.47594721,CHROMOSOME_III,6946694,6958816,+,WBGene00002845,let-711,cds
F57B9.3,0,0,0,0,0.213722708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_III,6939864,6941681,+,WBGene00018997,,cds
F57B9.4,8.158492311,5.650331414,5.205317232,9.766128354,5.556790398,7.590495575,1.907232225,4.918597216,5.653497159,4.487665651,7.900142203,6.827492035,5.363536001,4.708556074,6.47730409,2.962611839,3.801486381,1.467114626,8.667514157,2.99629957,CHROMOSOME_III,6935908,6939389,+,WBGene00000762,coq-2,cds
F57B9.5,42.15221027,47.3758557,32.85856502,34.72401193,32.48585156,20.24132153,17.16509002,21.31392127,23.55623816,15.25806321,31.60056881,43.24078289,34.41602267,38.29625607,21.40326569,18.76320831,13.30520233,8.802687754,7.704457028,7.490748925,CHROMOSOME_III,6931944,6935807,+,WBGene00000276,byn-1,cds
F57B9.6,101.9811539,119.5262414,107.6850002,83.82593504,76.29900662,58.75605834,34.33018004,60.662699,54.65047254,43.97912338,103.8304404,94.06766803,67.04420001,101.0770037,61.39357789,44.93294622,51.32006615,38.14498027,44.30062791,43.44634377,CHROMOSOME_III,6929984,6931898,+,WBGene00002083,inf-1,cds
F57B9.7,2.719497437,5.215690536,4.554652578,8.409721638,8.335185597,8.996142904,0,6.558129621,7.537996212,12.11669726,3.38577523,3.79305113,6.257458667,5.336363551,5.914060256,8.394066876,10.45408755,8.802687754,9.630571285,8.98889871,CHROMOSOME_III,6924049,6928762,-,WBGene00018998,flap-1,cds
F57B9.8,0,0,0,0,0,0,0,0,0.942249527,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_III,6933622,6935274,-,WBGene00018999,,cds
F57B9.9,0,0,0.325332327,0,0,0,0,0,0.942249527,0,0,0,0.893922667,0,0,0,0,0,0,0,CHROMOSOME_III,6941833,6944683,-,WBGene00004133,abu-13,cds
F57C12.1,0,0,0,0,0,0,0,0,0,0.448766565,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_X,558142,563658,+,WBGene00003554,nas-38,cds
F57C12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_X,545483,551368,-,WBGene00019014,,cds
F57C12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_X,555789,557192,-,WBGene00001962,hlh-19,cds
F57C12.4,0,0.434640878,0,0,0.213722708,0,0,0,0,0.89753313,0,0,0,0,0,0,0,0,1.926114257,4.494449355,CHROMOSOME_X,563721,572702,-,WBGene00003408,mrp-2,cds
F57C12.5,0,0,0,0.271281343,0.213722708,0.281129466,0,0,0,0.448766565,0,0,0,0,0,0.49376864,0,1.467114626,2.889171386,0,CHROMOSOME_X,576319,587483,-,WBGene00003407,mrp-1,cds
F57C12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_X,553322,555404,-,WBGene00194687,,cds
F57C2.1,8.158492311,9.562099315,7.807975847,5.425626863,5.34306769,5.903718781,1.907232225,1.639532405,2.82674858,3.141365956,5.642958716,8.344712487,5.810497334,5.650267289,7.322169841,4.937686398,2.851114786,0,0.963057129,1.498149785,CHROMOSOME_II,14522310,14523445,-,WBGene00010193,btb-20,cds
F57C2.2,2.719497437,6.51961317,7.48264352,5.96818955,10.04496726,10.12066077,3.814464449,6.558129621,11.30699432,8.077798172,2.257183486,5.310271582,6.704420001,6.278074766,8.730279425,7.900298236,9.503715953,5.868458503,9.630571285,7.490748925,CHROMOSOME_II,14520924,14522046,-,WBGene00010194,btb-19,cds
F57C2.3,2.719497437,3.911767902,1.951993962,4.883064177,7.694017474,5.622589315,1.907232225,6.558129621,3.768998106,3.590132521,2.257183486,3.034440904,1.340884,5.336363551,4.505950671,5.431455037,0,1.467114626,2.889171386,0,CHROMOSOME_II,14524098,14525036,+,WBGene00010195,pot-2,cds
F57C2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313903738,0.281621917,0.98753728,0.950371595,0,5.778342771,2.99629957,CHROMOSOME_II,14525237,14525958,+,WBGene00010196,,cds
F57C2.5,5.438994874,16.08171249,9.434637482,12.20766044,14.31942141,19.11680367,13.35062557,19.67438886,17.902741,19.2969623,4.514366973,15.17220452,16.53756933,11.30053458,13.79947393,22.21958879,15.20594552,27.87517789,41.41145653,14.98149785,CHROMOSOME_II,14526137,14528221,-,WBGene00010197,,cds
F57C2.6,0,0.434640878,0.975996981,1.085125373,0.213722708,0.281129466,0,0,1.884499053,1.346299695,0,0,1.340884,1.88342243,1.126487668,5.925223677,1.900743191,1.467114626,0,1.498149785,CHROMOSOME_II,14528679,14533440,+,WBGene00010198,spat-1,cds
F57C7.1,0,0.434640878,0.650664654,0,0.213722708,12.08856703,11.44339335,3.279064811,8.480245739,9.872864432,0,0.758610226,0,0,3.942706837,11.35667871,11.40445914,10.26980238,9.630571285,8.98889871,CHROMOSOME_X,10569057,10575659,+,WBGene00010199,bet-2,cds
F57C7.2,0,0,0,0.271281343,0.213722708,3.092424123,0,3.279064811,0.942249527,2.692599391,0,0,0,0,0.563243834,5.431455037,1.900743191,5.868458503,0.963057129,4.494449355,CHROMOSOME_X,10576898,10580992,+,WBGene00003733,nhx-5,cds
F57C7.3,2.719497437,0,0.650664654,0,0.213722708,4.498071452,9.536161123,6.558129621,2.82674858,8.975331302,1.128591743,0.758610226,0.446961333,0.627807477,1.126487668,9.875372795,8.553344358,8.802687754,9.630571285,10.4870485,CHROMOSOME_X,10589718,10593274,-,WBGene00004749,sdn-1,cds
F57C7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_X,10581000,10589476,-,WBGene00010200,,cds
F57C9.1,2.719497437,2.607845268,2.602658616,4.340501491,9.403799135,4.779200918,1.907232225,1.639532405,1.884499053,4.038899086,4.514366973,3.034440904,4.469613334,2.197326168,12.39136435,7.406529596,1.900743191,1.467114626,1.926114257,2.99629957,CHROMOSOME_I,4848421,4850718,+,WBGene00019008,,cds
F57C9.2,0,0.434640878,0,0,0.213722708,0,0,0,0,0,1.128591743,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,4844909,4847337,+,WBGene00019009,clec-90,cds
F57C9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_I,4836188,4840036,+,WBGene00019010,,cds
F57C9.4,4.079246155,9.127458437,10.41063446,16.54816193,10.68613538,12.36969649,5.721696674,4.918597216,8.480245739,8.975331302,4.514366973,9.103322713,5.363536001,6.905882242,9.293523259,9.875372795,10.45408755,5.868458503,6.7413999,4.494449355,CHROMOSOME_I,4830134,4835872,+,WBGene00019011,,cds
F57C9.5,10.87798975,19.99348039,16.917281,17.36200596,18.59387556,14.89986168,13.35062557,9.837194432,9.422495265,15.70682978,6.771550459,22.75830678,19.66629867,16.95080187,17.46055885,7.406529596,9.503715953,11.73691701,9.630571285,7.490748925,CHROMOSOME_I,4827073,4829797,+,WBGene00002034,htp-3,cds
F57C9.6,0,0,0.325332327,0.271281343,0,0,0,0,0,0,0,0,0,0,0,0,0.950371595,1.467114626,0,0,CHROMOSOME_I,4821931,4824915,+,WBGene00019012,,cds
F57C9.7,4.079246155,4.781049658,5.530649559,4.069220148,8.121462889,3.373553589,3.814464449,1.639532405,3.768998106,3.590132521,2.257183486,6.068881809,4.022652,2.197326168,3.097841086,0.98753728,5.702229572,1.467114626,0,2.99629957,CHROMOSOME_I,4824910,4826634,-,WBGene00019013,,cds
F57E7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,16481559,16481979,+,WBGene00010202,,cds
F57E7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,16482399,16483123,-,WBGene00010203,,cds
F57E7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,16483960,16485361,+,WBGene00005356,srh-139,cds
F57E7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,16480315,16480998,-,WBGene00077616,,cds
F57F10.1,0,0.434640878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49376864,0,0,0,0,CHROMOSOME_II,6136065,6157147,+,WBGene00019018,abts-3,cds
F57F4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,6390447,6392454,+,WBGene00019015,,cds
F57F4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,6386533,6389717,-,WBGene00019016,,cds
F57F4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,6392519,6399904,-,WBGene00001581,gfi-1,cds
F57F4.4,0,0,0,0,0,0,3.814464449,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,6401352,6408767,-,WBGene00019017,,cds
F57F5.1,0,0,0,0,0.213722708,0.281129466,0,0,0,0,0,0,0,0,0,0,0,2.934229251,0.963057129,0,CHROMOSOME_V,12003009,12004581,+,WBGene00010204,,cds
F57F5.2,0,0,0,0,0,0,0,0,0,0.448766565,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,11995849,12001757,-,WBGene00001553,gcy-33,cds
F57F5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,12004613,12006586,-,WBGene00010205,,cds
F57F5.4,0,0,0,0,0.213722708,1.96790626,3.814464449,0,0,0.89753313,0,0,0,0,0.563243834,3.456380478,3.801486381,0,1.926114257,1.498149785,CHROMOSOME_V,12009532,12013586,-,WBGene00000073,add-2,cds
F57F5.5,1.359748718,3.042486146,1.951993962,2.441532089,2.350949784,3.654683055,1.907232225,1.639532405,2.82674858,1.346299695,2.257183486,2.275830678,0.893922667,0.941711215,4.787572588,4.937686398,0.950371595,1.467114626,4.815285643,4.494449355,CHROMOSOME_V,12015078,12024143,-,WBGene00004032,pkc-1,cds
F57G12.1,1.359748718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_X,12170118,12171615,-,WBGene00010221,,cds
F57G12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_X,12156403,12159971,-,WBGene00010222,,cds
F57G4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,17623504,17624533,+,WBGene00010206,,cds
F57G4.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,17628840,17630189,+,WBGene00045506,,cds
F57G4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,17625101,17627572,+,WBGene00195165,,cds
F57G4.8,1.359748718,1.738563512,3.25332327,2.441532089,4.274454152,2.249035726,3.814464449,0,0,1.79506626,1.128591743,0.758610226,2.681768,2.197326168,1.126487668,0.49376864,0,0,0,0,CHROMOSOME_V,17640646,17650496,-,WBGene00010212,fbxa-192,cds
F57G8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,16317547,16318785,+,WBGene00005395,srh-180,cds
F57G8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,16333692,16335043,+,WBGene00005383,srh-167,cds
F57G8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,16336606,16338257,+,WBGene00005834,srw-87,cds
F57G8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,16339004,16341514,+,WBGene00010214,,cds
F57G8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,16342477,16344255,+,WBGene00010215,nhr-193,cds
F57G8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,16329350,16330222,+,WBGene00010216,,cds
F57G8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_V,16320777,16327457,-,WBGene00005747,srv-36,cds
F57G9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,12406758,12408753,-,WBGene00010217,sre-31,cds
F57G9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,12404887,12406430,-,WBGene00010218,sre-30,cds
F57G9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,12409256,12410143,-,WBGene00010219,,cds
F57G9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,12399335,12401827,-,WBGene00010220,sre-29,cds
F57G9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_II,12394792,12397692,-,WBGene00044048,,cds
F57H12.1,9.518241029,7.823535804,20.82126893,32.01119849,25.86044762,25.86391085,22.8867867,32.79064811,32.97873343,24.23339452,10.15732569,12.89637384,23.68895067,20.71764673,25.62759444,21.72582015,38.96523541,32.27652176,38.52228514,43.44634377,CHROMOSOME_IV,7982512,7983888,+,WBGene00000183,arf-3,cds
F57H12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,7980000,7981990,+,WBGene00006761,unc-24,cds
F57H12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,7977824,7979002,+,WBGene00003879,ora-1,cds
F57H12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,7970203,7973793,+,WBGene00019019,frpr-10,cds
F57H12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313903738,0,0,0,0,0,0,CHROMOSOME_IV,7967446,7969539,+,WBGene00019020,,cds
F57H12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_IV,7975417,7976357,-,WBGene00019021,,cds
F57H12.7,0,0,0,0,0,0,0,0,0.942249527,0,0,0.758610226,0,0,0,0,0,0,0,0,CHROMOSOME_IV,7983850,7987171,-,WBGene00003178,mec-17,cds
F58A3.1,0,0,0.650664654,0.542562686,0,4.216941986,1.907232225,1.639532405,2.82674858,0.448766565,1.128591743,0,0,0,0.281621917,4.937686398,4.751857976,7.335573128,1.926114257,1.498149785,CHROMOSOME_X,11028851,11040539,+,WBGene00002261,ldb-1,cds
F58A3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_X,11016344,11023329,+,WBGene00001184,egl-15,cds
F58A3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_X,11012596,11014346,+,WBGene00010223,,cds
F58A3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_X,11009446,11010590,-,WBGene00010224,,cds
F58A3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_X,11008200,11009004,-,WBGene00010225,ttr-31,cds
F58A4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281621917,0,0,0,0,0,CHROMOSOME_III,9598391,9599965,+,WBGene00010226,,cds
F58A4.10,23.11572821,35.20591112,31.23190339,34.72401193,46.16410484,50.32217437,59.12419896,37.70924532,45.22797727,44.42788994,15.80028441,21.99969656,33.96906134,26.68181775,34.35787387,39.50149118,38.96523541,42.54632414,58.74648484,59.9259914,CHROMOSOME_III,9630001,9631085,-,WBGene00006704,ubc-7,cds
F58A4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHROMOSOME_III,9632104,9637032,-,WBGene00001570,gei-13,cds
F58A4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98753728,0,0,0,0,CHROMOSOME_III,9609484,9612107,-,WBGene00043992,,cds
F58A4.2,12.23773847,10.86602195,11.06129912,10.57997238,11.3273035,8.433883972,1.907232225,1.639532405,2.82674858,4.038899086,10.15732569,6.068881809,7.151381334,4.708556074,6.47730409,2.468843199,0.950371595,0,1.926114257,0,CHROMOSOME_III,9599955,9600661,-,WBGene00010227,,cds
