Open reading frame,group ID,1,2,3,4,5,6,7,8,9,10,diffExp,chromosome,chrom_start,chrom_end,strand,wbgene,Gene name,type
M03E7.5,4,2.206934548,3.492276983,3.066576081,3.360638501,3.517429951,3.530656539,3.394609352,3.221530222,4.103926152,3.778639388,1.896991604,CHROMOSOME_V,5618301,5620124,-,WBGene00019757,memb-2,cds
Y82E9BR.16,4,2.709506096,3.573040551,3.31069119,3.433859674,3.644410108,3.708830265,3.634672455,2.990383363,4.14885749,3.529746765,1.439351394,CHROMOSOME_III,1419857,1427220,-,WBGene00022348,,cds
C09G9.1,4,2.805229335,3.225391817,3.213072259,3.233843953,3.861475641,3.411592841,3.52024052,3.132020315,4.424710144,3.340643907,1.61948081,CHROMOSOME_IV,8862596,8865477,-,WBGene00007492,,cds
H14A12.2,4,2.734775787,3.157389701,3.336977109,3.01303642,3.727136794,3.272151584,3.689562687,3.208134564,4.179236219,3.602887114,1.444460432,CHROMOSOME_III,7465236,7467569,+,WBGene00001503,fum-1,cds
R06B9.6,4,1.849566566,2.387283849,2.987478334,2.984710555,3.007498022,3.860256424,3.328370146,2.637172034,3.983034055,2.805128835,2.133467489,CHROMOSOME_II,13741673,13749911,+,WBGene00003246,mig-14,cds
Y55F3AM.4,4,2.939145419,3.593025261,3.875710058,3.721384058,3.761645766,4.127199658,3.635049265,3.559131488,4.103052993,3.738903573,1.188054239,CHROMOSOME_IV,1010492,1012502,+,WBGene00021922,atg-3,cds
C26E6.8,4,2.828890014,3.094714809,3.767783638,3.278030097,3.801868388,3.281811864,3.578786642,3.367362831,3.890357088,3.492607141,1.061467074,CHROMOSOME_III,4918240,4920285,-,WBGene00006735,ula-1,cds
ZK287.7,4,1.089899272,1.664110408,2.188209666,1.761768732,1.881834245,1.637867624,1.946491066,1.754070692,2.628160558,1.794193797,1.538261285,CHROMOSOME_V,9692875,9694783,+,WBGene00013967,,cds
Y60A3A.19,4,3.226887057,3.369146922,3.996330638,3.403006233,3.608128092,3.64977606,3.634295547,2.958737572,4.184198658,3.730675933,1.225461087,CHROMOSOME_V,19916524,19919965,+,WBGene00013365,,cds
C08H9.16,4,2.132831876,2.778125842,3.215915705,2.744736429,2.513689443,3.105747852,3.18446068,2.850658239,2.519052512,2.923421544,1.083083829,CHROMOSOME_II,9892730,9894311,+,WBGene00086566,,cds
ZC204.14,4,2.277416237,2.461631612,3.649364275,2.835657157,2.157819785,4.100154861,3.741041215,3.409045185,3.032332442,3.230339867,1.942335076,CHROMOSOME_II,1661826,1662957,-,WBGene00022564,,cds
F23F1.1,4,3.580914287,3.825897326,4.262389606,4.38585036,4.163157916,4.722988789,4.604636387,4.314588418,4.326499263,4.456395217,1.142074502,CHROMOSOME_II,43880,44981,+,WBGene00017742,nfyc-1,cds
R07E5.8,4,2.808032983,3.157389701,3.594145908,4.054999,3.862854578,4.322799251,4.06294858,3.737727774,3.576462127,3.738903573,1.514766268,CHROMOSOME_III,4419820,4423344,+,WBGene00000520,cku-80,cds
F57C2.6,4,0,0.283708983,1.109989317,1.312824245,0.73993897,2.036741239,0.96374902,0.793735534,0.95772856,1.276332728,2.036741239,CHROMOSOME_II,14528679,14533440,+,WBGene00010198,spat-1,cds
F52C12.1,4,2.01886072,2.371943213,2.872087644,3.287507536,2.918649386,3.616673343,3.792773867,2.867798229,2.526886768,3.308824177,1.773913147,CHROMOSOME_IV,1959852,1963238,+,WBGene00018678,,cds
Y108G3AL.1,4,0,0.859131501,1.490110625,1.670744481,1.20868787,1.733221701,2.264455631,1.302824747,0.556919604,1.276332728,2.264455631,CHROMOSOME_V,177422,184873,+,WBGene00000838,cul-3,cds
ZK1128.2,4,0.64551341,1.16901862,1.571323098,1.577351089,1.316751902,1.918628061,2.402287156,1.302824747,1.27105168,1.136087321,1.756773745,CHROMOSOME_III,10114950,10116673,+,WBGene00014228,mett-10,cds
B0238.10,4,2.43626448,2.929453352,2.949938696,2.689903464,2.712739322,2.847115129,2.640050032,2.867798229,3.02681809,3.762948242,1.326683762,CHROMOSOME_V,5274058,5275546,+,WBGene00015074,,cds
F13G3.7,4,2.43626448,3.05753933,2.991071531,2.622956053,2.876299624,3.157656715,2.74743201,2.990383363,3.02313011,3.492607141,1.056342661,CHROMOSOME_I,7304916,7307004,+,WBGene00008767,,cds
B0432.13,4,2.059429633,2.865963315,2.715612662,2.659253644,2.922253248,2.847833561,2.746037232,2.695935202,2.747585038,3.548591518,1.489161885,CHROMOSOME_II,278621,282578,-,WBGene00015194,,cds
R13F6.1,4,1.089899272,1.737768547,1.864815417,1.510239642,1.815861401,1.848894157,1.756670428,1.71671915,1.759937797,2.606035256,1.516135984,CHROMOSOME_III,6869572,6870293,+,WBGene00020064,kbp-1,cds
F26F4.13,4,1.547965312,2.621128089,2.386214377,2.48794254,2.699946475,2.59293621,2.114215451,2.884736976,2.395317983,3.275276287,1.727310976,CHROMOSOME_III,4903137,4903850,-,WBGene00017832,kbp-2,cds
Y39G10AR.2,4,3.244587934,3.842283213,3.806075083,3.783196359,4.114988335,3.954832881,3.634672455,4.054800217,3.891368901,4.401598361,1.157010427,CHROMOSOME_I,2402234,2409989,+,WBGene00021460,zwl-1,cds
W02F12.4,4,3.422529701,3.947636683,3.959023631,3.796742291,4.061458042,4.05849137,3.577218814,3.904957209,3.785884793,4.528512194,1.105982492,CHROMOSOME_V,6704536,6706915,-,WBGene00020949,,cds
E01G4.3,4,1.753930507,2.582634242,3.337188748,2.769137386,2.986581653,3.145957244,2.745339337,3.117762969,3.455024232,4.017539416,2.26360891,CHROMOSOME_II,13460921,13469532,-,WBGene00008446,,cds
T10H9.4,4,3.98317278,4.636279185,4.935077787,4.597521536,4.874926927,4.88211731,4.486653278,4.870973046,4.95338493,5.583164026,1.599991246,CHROMOSOME_V,6655534,6656484,-,WBGene00004897,snb-1,cds
F35G12.1,4,1.089899272,2.212597065,2.369333385,2.006816361,2.332183383,2.325234167,1.538035347,2.695935202,2.642654259,2.741768753,1.651869481,CHROMOSOME_III,4566245,4568098,-,WBGene00009439,mlcd-1,cds
K04F10.3,4,2.551172052,3.406175352,3.683575502,3.216203851,3.791294257,3.993217004,3.025739253,3.675730101,3.930565595,4.204465236,1.653293184,CHROMOSOME_I,6358604,6360462,+,WBGene00019396,,cds
R02F2.4,4,3.021175152,3.952801392,4.069742146,3.833286664,4.292079445,4.167111524,3.635425977,3.981823237,4.456015565,4.528724206,1.507549054,CHROMOSOME_III,5484161,5485963,+,WBGene00019833,,cds
C27A12.10,4,1.97711791,2.070543276,2.831377638,2.173482622,2.802831192,2.988458137,1.756670428,3.273902646,2.395317983,3.762948242,2.006277814,CHROMOSOME_I,6064090,6065305,+,WBGene00023409,mbd-2,cds
Y106G6H.16,4,0.64551341,1.061155581,1.619940205,1.48848988,1.355549491,1.748005794,0.560896671,2.275067957,1.538690448,2.588744401,2.027847729,CHROMOSOME_I,10474844,10475516,+,WBGene00013726,,cds
Y54E2A.12,4,1.849566566,2.55671779,3.094319368,3.129418247,2.744478824,3.213657539,2.113133905,3.391267153,3.106151103,3.802386882,1.952820316,CHROMOSOME_II,14798396,14800829,+,WBGene00013196,tbc-20,cds
Y32H12A.2,4,2.683785889,3.226012186,3.459466098,3.160697733,3.020519598,3.553637451,2.525654731,3.559131488,3.18465344,3.818004124,1.292349392,CHROMOSOME_III,5346094,5349454,-,WBGene00021311,,cds
Y59A8B.23,4,0,0.520689644,1.13716094,0.683917639,0.680059631,1.089567309,0,0.793735534,0.567086442,1.136087321,1.13716094,CHROMOSOME_V,17954095,17966899,-,WBGene00013355,gck-3,cds
B0285.1,4,1.849566566,2.357570505,2.755453304,2.815142426,2.281225883,2.643735428,1.756670428,2.478651312,2.516431611,3.085315375,1.328644946,CHROMOSOME_III,4333369,4340455,+,WBGene00007135,cdtl-7,cds
Y37B11A.2,4,0.64551341,1.269375248,1.781783536,1.439853338,1.355549491,1.518621156,0.96374902,1.352376344,1.54384746,1.731078021,1.136270126,CHROMOSOME_III,5774633,5781974,-,WBGene00021344,,cds
Y66D12A.21,4,2.405122823,3.047918408,3.519602796,3.564829016,3.029202857,3.348415065,2.746734789,3.286703987,3.519640379,3.603289807,1.198166984,CHROMOSOME_III,11502863,11505177,-,WBGene00013446,,cds
Y25C1A.5,4,0.64551341,1.423969513,1.904605469,2.257732338,1.374563912,1.328817463,0.96374902,1.302824747,1.54384746,2.051287803,1.612218928,CHROMOSOME_II,3078799,3087684,+,WBGene00021292,,cds
F46B6.3,4,3.686770153,4.437801608,4.641682621,4.661550175,4.484638812,4.483096771,4.06266849,4.032172921,4.292218222,4.940865346,1.254095194,CHROMOSOME_V,9775912,9777719,-,WBGene00004882,smg-4,cds
Y113G7B.24,4,2.206934548,2.990266704,3.545003041,3.594058111,3.641067733,3.426416728,2.527279577,2.850658239,2.942867445,3.840776023,1.633841475,CHROMOSOME_V,20234771,20237714,-,WBGene00013768,,cds
C10C6.5,4,2.373294092,2.622071071,2.987478334,3.083985812,3.533189255,2.867567597,2.399628357,2.833312165,3.401650736,3.286545819,1.159895163,CHROMOSOME_IV,11470163,11473395,+,WBGene00007513,wht-2,cds
D2045.6,4,3.451509879,3.656789721,4.177423098,4.051971089,4.303144878,3.715973839,3.394609352,3.921467696,4.457382653,4.088643824,1.062773301,CHROMOSOME_III,10471140,10475121,+,WBGene00000836,cul-1,cds
C32D5.10,4,2.960724285,2.888483958,3.625404569,3.317823024,3.746589857,3.436056126,2.844768152,3.355260481,3.976374366,4.056677187,1.211909035,CHROMOSOME_II,6349175,6351955,-,WBGene00016317,,cds
C18G1.4,4,4.148812834,4.70389227,5.063408724,5.129000215,5.273937459,4.619543676,4.575591159,4.93542937,4.982772575,5.267008613,1.125124625,CHROMOSOME_V,4755971,4758594,+,WBGene00003994,pgl-3,cds
F38H4.10,4,2.340747284,2.856574298,3.534822732,3.998230617,4.152180883,3.711814646,2.746734789,3.455135113,3.57015745,4.306148932,1.965401648,CHROMOSOME_IV,11860532,11862476,+,WBGene00009551,,cds
F45F2.10,4,3.481676392,3.83751865,4.378188368,4.287924494,4.657013983,4.314854321,3.791084165,4.411386557,4.460112948,4.700596215,1.218919823,CHROMOSOME_V,8513541,8518636,-,WBGene00018482,,cds
Y110A7A.1,4,3.120381531,3.413686192,3.810453952,3.625200575,3.867704024,3.758660317,3.256985475,3.765429288,3.980183666,4.126203773,1.005822243,CHROMOSOME_I,5165094,5171317,+,WBGene00001833,hcp-6,cds
W10D5.3,4,3.496526358,4.120152125,4.291020366,4.251109702,4.633169858,4.192501155,3.93310435,4.302033195,4.424011105,4.654275843,1.157749485,CHROMOSOME_I,9100847,9107932,-,WBGene00001574,gei-17,cds
Y62F5A.1,4,2.852168904,3.233285412,3.630021166,3.613604671,3.713369337,3.522531055,3.327437846,3.537872277,3.64078924,3.963019874,1.11085097,CHROMOSOME_II,11527112,11533750,-,WBGene00007013,mdt-8,cds
D2085.6,4,1.547965312,1.954746794,2.628207826,2.191966807,2.531992278,1.944530131,1.538035347,2.007352733,2.114062043,2.514864766,1.090172479,CHROMOSOME_II,8659732,8661662,-,WBGene00008431,,cds
F55G1.4,4,2.606977374,2.989536182,3.662943663,3.330930538,3.843017069,3.256186441,2.640050032,3.343055749,3.583991549,3.638505187,1.236039695,CHROMOSOME_IV,7478441,7485508,+,WBGene00018900,rod-1,cds
T23G7.1,4,3.634023104,3.291518283,3.851453948,3.995602486,4.195596616,4.150515855,3.63580259,4.109928203,4.176748583,4.623500356,1.331982073,CHROMOSOME_II,9169847,9172502,+,WBGene00001061,dpl-1,cds
Y54E5A.7,4,1.753930507,1.16901862,1.973247012,2.316715204,2.103552811,2.819386179,0.96374902,2.037960952,2.263097375,2.850039022,1.886290002,CHROMOSOME_I,14711070,14715019,+,WBGene00013202,,cds
C05D11.7,4,2.4667481,3.337906286,2.806510858,2.88795158,3.409427675,3.570369963,2.638547421,3.537872277,3.633551216,3.218095036,1.166803116,CHROMOSOME_III,6415719,6421659,-,WBGene00015484,,cds
E01B7.1,4,1.089899272,2.013806509,1.436829976,1.587617208,2.1935427,2.142402665,1.278316317,2.325565481,2.272447545,1.630114008,1.235666208,CHROMOSOME_V,17924890,17934201,+,WBGene00008441,,cds
K08B12.5,4,2.683785889,3.283341832,2.998498834,3.144672679,3.470753623,3.682136238,2.640050032,3.56964476,3.467290026,3.413494549,1.042086206,CHROMOSOME_V,6257384,6267174,-,WBGene00006437,mrck-1,cds
C24H12.2,4,0,0.859131501,0.406354161,1.074804474,1.250459889,0.767929045,0,0.793735534,0.973102158,0.742566659,1.250459889,CHROMOSOME_II,436867,438748,+,WBGene00016072,,cds
T22C1.3,4,2.340747284,3.112613947,2.750904006,3.276873508,3.625863967,3.303037626,2.638547421,3.260986698,3.390243683,3.413494549,1.285116683,CHROMOSOME_I,7938555,7940139,+,WBGene00011914,,cds
F17C11.7,4,2.242605766,3.369146922,3.145033083,3.034694624,3.560193158,3.731324207,2.399628357,2.884736976,3.187951237,3.229818359,1.488718442,CHROMOSOME_V,10956802,10958804,-,WBGene00008918,,cds
Y24D9A.2,4,1.603892436,2.446000776,2.067303575,2.202928182,2.43033945,2.559803312,1.536422576,2.275067957,2.403851739,2.514864766,1.023380736,CHROMOSOME_IV,4390846,4393449,+,WBGene00021282,set-21,cds
Y71F9B.2,4,1.849566566,3.06640389,2.575093075,2.649486523,3.040273804,3.05002959,2.264455631,2.850658239,2.843308739,2.992636772,1.216837324,CHROMOSOME_I,2731566,2735376,+,WBGene00022126,,cds
D1046.1,4,2.657598809,3.331143022,3.262595809,3.208359157,3.758564533,3.495585965,3.105379264,3.247954073,3.518331058,3.482404904,1.100965724,CHROMOSOME_IV,8926322,8930302,+,WBGene00008362,cfim-2,cds
K04D7.5,4,2.606977374,3.56729647,3.660689289,3.117547631,3.976220621,3.685980044,3.183945708,3.656132725,4.023544647,3.738903573,1.416567273,CHROMOSOME_IV,10197798,10202987,+,WBGene00001653,gon-4,cds
F10E9.7,4,2.242605766,3.506395968,3.658431387,3.507238429,3.441490914,3.552315762,2.746734789,3.146138142,3.629918541,3.548591518,1.415825622,CHROMOSOME_III,8305738,8307364,-,WBGene00017358,,cds
Y76B12C.2,4,1.089899272,2.898446782,3.16154909,3.195899758,3.094581205,3.397596711,1.756670428,2.990383363,3.524865815,2.835452298,2.434966542,CHROMOSOME_IV,1993089,2008292,+,WBGene00022296,xpc-1,cds
ZK688.3,4,0,2.432350655,2.441361596,2.435681743,2.926064194,2.641251081,0.560896671,1.976081027,2.738617564,1.697699471,2.926064194,CHROMOSOME_III,7892286,7894560,+,WBGene00022798,,cds
Y54F10BM.13,4,0,1.061155581,1.109989317,0.994295209,1.072149127,1.42779974,0,0.793735534,1.52832079,1.276332728,1.52832079,CHROMOSOME_III,2329573,2331173,-,WBGene00021867,,cds
W04B5.5,4,0.748353335,1.614725324,1.798899555,1.872796281,2.065500091,1.733221701,1.278316317,1.71671915,2.398168181,1.99743973,1.649814846,CHROMOSOME_III,2411072,2418195,-,WBGene00021022,,cds
Y49F6B.4,4,3.481676392,4.359709589,4.493381754,4.556406462,4.483346176,4.541864879,3.887194848,4.109928203,4.955321431,4.451620791,1.473645038,CHROMOSOME_II,3482439,3490142,+,WBGene00004896,smu-2,cds
Y47H9C.4,4,1.166182115,2.278701311,2.232293019,2.115315434,2.492583786,2.442744346,1.756670428,1.754070692,3.260670621,2.623915392,2.094488505,CHROMOSOME_I,11851334,11868096,-,WBGene00000415,ced-1,cds
F57F5.5,4,1.48978239,1.871511874,1.276769584,1.428475631,2.191960912,2.404953443,1.28024483,1.352376344,2.26933755,1.970991486,1.128183859,CHROMOSOME_V,12015078,12024143,-,WBGene00004032,pkc-1,cds
Y22D7AL.9,4,0,0.675026005,0.53302637,0.370267571,1.159208729,1.792963207,0,0.86375311,0.965435837,1.085367826,1.792963207,CHROMOSOME_III,1606836,1614024,-,WBGene00021247,,cds
Y50D7A.6,4,0.748353335,1.096204724,0.858642149,0.492542363,1.924976711,2.023378598,0.560896671,1.352376344,1.283436976,1.320859981,1.530836235,CHROMOSOME_III,221415,228837,+,WBGene00002230,klp-20,cds
B0304.4,4,1.166182115,1.99535802,1.600548469,2.173482622,1.857004257,2.071188723,1.536422576,1.71671915,2.640248732,1.697699471,1.474066616,CHROMOSOME_II,4522459,4523219,-,WBGene00015136,,cds
F02E9.1,4,2.43626448,3.200817516,3.063166317,3.930906639,3.215689893,3.344574659,3.107553192,3.656132725,3.982084551,3.241447186,1.54582007,CHROMOSOME_I,8406837,8407641,+,WBGene00008528,,cds
Y38A8.1,4,0,1.363202604,0.921377423,1.587617208,0.773209236,1.483715462,0.966147004,1.678374812,1.947838179,0.806592064,1.947838179,CHROMOSOME_II,4953574,4954499,+,WBGene00003580,ndx-3,cds
C31H1.6,4,0,1.022379482,0.217436915,0.535599534,0,1.203459215,0.560896671,0.793735534,1.54384746,0.980725943,1.54384746,CHROMOSOME_IV,5800335,5807082,-,WBGene00016289,lntl-1,cds
C18A3.5,4,4.00288473,4.707396507,4.520580637,5.147568804,4.536282775,4.594580325,4.574805719,5.166180145,4.99801634,5.10353654,1.163295414,CHROMOSOME_II,5712331,5714804,-,WBGene00015943,tiar-1,cds
T21H3.5,4,0,0.463941628,0.723047055,0.941406854,0.279438855,0.50761118,0,1.352376344,0.965435837,0.924125075,1.352376344,CHROMOSOME_V,1157964,1164294,-,WBGene00020664,,cds
F20G4.1,4,1.48978239,2.10806263,2.402900126,2.685130821,2.127823458,2.627000316,2.115296187,2.850658239,2.843308739,2.675497698,1.360875849,CHROMOSOME_I,7918437,7926332,-,WBGene00008990,smgl-1,cds
F49E2.2,4,0,0,0.723047055,0.90902622,0.319239076,1.135267125,0,1.400282378,1.548986104,1.559206109,1.559206109,CHROMOSOME_X,9567239,9573666,+,WBGene00009886,,cds
Y38F2AL.4,4,0,0.724179904,1.393230365,0.994295209,0.319239076,1.985146158,0.560896671,1.71671915,1.538690448,1.885961338,1.985146158,CHROMOSOME_IV,2315424,2315988,-,WBGene00006912,vha-3,cds
B0414.6,4,1.849566566,2.877662447,2.983876166,2.97939987,2.826796896,2.524094794,3.63580259,2.884736976,2.534678711,2.865151501,1.786236024,CHROMOSOME_I,5792327,5795124,-,WBGene00001600,glh-3,cds
Y92H12BL.5,4,0.64551341,1.48020134,1.109989317,1.312824245,1.29400856,0.937693037,1.756670428,1.302824747,1.283436976,1.085367826,1.111157018,CHROMOSOME_I,1365311,1375885,+,WBGene00022366,,cds
CD4.4,4,3.37699405,4.11060522,4.146300681,4.260916258,4.382858968,3.677069917,4.423725388,3.814954009,3.935478957,3.722401102,1.046731338,CHROMOSOME_V,5592691,5593592,+,WBGene00016990,vps-37,cds
F38H4.7,4,2.405122823,3.37629374,3.222273513,3.227292856,3.617773339,3.139778433,3.63580259,3.260986698,3.106151103,2.820023803,1.230679767,CHROMOSOME_IV,11850905,11855136,-,WBGene00006415,tag-30,cds
C01G8.4,4,1.23863324,2.229718603,2.334543052,2.231784757,1.885753322,1.777127098,3.025739253,1.352376344,1.755499254,1.697699471,1.787106013,CHROMOSOME_I,5282086,5283946,-,WBGene00001022,dnj-4,cds
Y75B8A.17,4,0,0.859131501,0.631162961,0.80085804,0.437796251,0.357416276,1.539646316,0,0.556919604,0.292055252,1.539646316,CHROMOSOME_III,12224532,12225232,-,WBGene00013552,gmn-1,cds
Y56A3A.36,4,0,0.283708983,0.686726856,0.183506423,0.319239076,0,1.28024483,0,0.556919604,0.292055252,1.28024483,CHROMOSOME_III,11929548,11933541,-,WBGene00044233,,cds
C07A9.2,4,2.709506096,3.921915046,3.94769622,4.027670694,3.657832812,3.697051757,4.254462598,3.783605807,4.180064478,4.023986165,1.544956502,CHROMOSOME_III,9694584,9696433,-,WBGene00007400,,cds
Y38A10A.7,4,1.802540854,2.755519521,2.810583586,2.927808247,2.451046672,2.393627971,2.846070713,2.478651312,2.841215782,2.606035256,1.125267393,CHROMOSOME_V,6096011,6096886,+,WBGene00021392,,cds
C44B7.12,4,2.242605766,3.539604074,3.145033083,3.565776402,3.357808841,2.975296199,3.519832494,3.260986698,3.571420592,3.097592302,1.328814826,CHROMOSOME_II,6891670,6893591,-,WBGene00016632,,cds
T03F6.2,4,2.805229335,3.398625205,3.469997265,3.600990864,3.289894181,3.081385212,3.933717096,3.455135113,3.687302285,3.403640165,1.128487761,CHROMOSOME_III,13390746,13393780,-,WBGene00001035,dnj-17,cds
F59E10.2,4,1.48978239,3.183347422,2.467777764,2.500845245,2.421224055,2.64997263,2.84541958,2.544086779,2.743108268,2.47689556,1.693565032,CHROMOSOME_II,10870718,10872551,-,WBGene00000880,cyn-4,cds
Y47D3A.28,4,1.802540854,3.618303237,2.938539445,2.900358809,2.922253248,3.127932477,3.688836924,3.088818492,3.187951237,3.318855225,1.88629607,CHROMOSOME_III,11317471,11326553,+,WBGene00012935,,cds
F59H5.1,4,0,1.914499445,1.629193543,1.797586204,1.336281113,1.850328894,2.113133905,1.790479553,2.41515212,1.630114008,2.41515212,CHROMOSOME_II,2504883,2514851,+,WBGene00019130,,cds
W02D7.7,4,3.483431285,4.528519314,4.095757389,4.127008885,4.059724508,4.236746497,4.45510566,4.282993083,4.58176762,4.163083801,1.098336335,CHROMOSOME_V,8301459,8302566,-,WBGene00004766,sel-9,cds
K07D4.8,4,0,1.954746794,0.952303612,0.818399156,0.913667168,1.01562775,1.756670428,1.790479553,1.940036058,1.521548961,1.954746794,CHROMOSOME_II,4038874,4043132,+,WBGene00004135,pqn-48,cds
R166.3,4,0.64551341,2.125132932,1.96596197,1.683864017,1.69558227,2.325234167,2.642301017,1.71671915,1.940036058,1.825436063,1.996787607,CHROMOSOME_II,10537739,10539272,-,WBGene00011303,,cds
T23G7.2,4,2.579344524,3.498840472,3.151469647,3.07671582,2.981096885,3.531551125,3.978785898,3.0059497,3.576462127,3.019298375,1.399441375,CHROMOSOME_II,9167871,9172914,-,WBGene00011965,,cds
C15F1.6,4,3.634023104,4.508124279,4.767559839,3.859713799,4.161542442,4.461069085,4.324801754,4.537386768,4.291451928,4.861372882,1.227349778,CHROMOSOME_II,6970626,6972195,-,WBGene00000198,art-1,cds
C43E11.4,4,2.373294092,3.492792598,3.506544809,2.580590933,2.720191294,3.038679031,3.107553192,3.260986698,3.18630328,3.330277298,1.133250717,CHROMOSOME_I,4247755,4249384,+,WBGene00007001,tufm-2,cds
ZK632.6,4,3.841886301,4.918323004,4.5962546,4.040124824,4.537458153,4.666877116,4.29018044,4.417219513,4.794266119,4.700219791,1.076436703,CHROMOSOME_III,9814296,9817052,-,WBGene00000567,cnx-1,cds
F01F1.11,4,2.805229335,3.692930518,3.31069119,2.916737523,3.169672627,3.363396642,3.934329581,3.443749936,3.835390924,3.913645547,1.129100246,CHROMOSOME_III,5869634,5872352,-,WBGene00017165,,cds
T01H3.3,4,2.917238884,3.763886625,3.511744694,2.904470953,3.480858351,3.739906456,3.741741192,3.675730101,4.145469002,4.063537213,1.240998049,CHROMOSOME_II,7870835,7873843,-,WBGene00011349,,cds
T13H5.8,4,1.802540854,3.449602832,2.798023261,2.047284711,2.839527964,2.895784412,3.257964417,2.657026894,2.942867445,2.865151501,1.647061978,CHROMOSOME_II,8518457,8520648,+,WBGene00011761,,cds
T26C12.1,4,3.483431285,4.092340803,3.733068651,3.229376839,3.746589857,3.849297132,4.325268832,3.600732569,4.14631687,3.854971148,1.095891993,CHROMOSOME_IV,3258905,3263491,+,WBGene00020831,,cds
B0035.10,5,0.64551341,0,0.825617671,1.089327138,1.358372721,1.464067665,0.560896671,0,0,0.980725943,1.464067665,CHROMOSOME_IV,11326535,11327198,+,WBGene00001919,his-45,cds
F44E2.11,5,2.059429633,1.64056014,2.346233296,2.904470953,3.165831759,2.759988073,2.116376114,2.007352733,1.751047014,2.741768753,1.52527162,CHROMOSOME_III,8852183,8852625,+,WBGene00206463,,cds
C56A3.6,5,3.580914287,3.258530709,3.516925904,3.721384058,4.112577003,3.898240922,3.395054371,3.330746888,2.940914144,3.549009652,1.171662859,CHROMOSOME_V,13553359,13556396,-,WBGene00008345,,cds
F44E2.2,5,2.852168904,2.696060937,3.728609449,3.976726236,4.334049231,3.876814455,3.690288085,3.355260481,2.640248732,3.482842665,1.693800499,CHROMOSOME_III,8853722,8861021,+,WBGene00018416,retr-1,cds
ZC317.7,5,2.340747284,2.089424917,2.674975418,3.176867312,3.486529625,3.080162891,2.938394811,2.500794546,2.120979697,2.922776378,1.397104708,CHROMOSOME_V,5468718,5470981,-,WBGene00022590,,cds
C09E7.8,5,2.059429633,1.664110408,2.074095603,2.429987632,2.922253248,2.40397678,1.946491066,2.275067957,1.759937797,2.312190555,1.25814284,CHROMOSOME_III,6553522,6558522,-,WBGene00015642,,cds
F55A12.10,5,1.089899272,0.902484042,1.381505893,1.462343051,2.02996225,1.850328894,1.28024483,1.352376344,1.27105168,1.40414454,1.127478208,CHROMOSOME_I,5366947,5367838,-,WBGene00018867,,cds
C32E8.3,5,3.483431285,3.047918408,3.708452504,4.437845509,4.078524673,3.911090705,3.458792014,3.391267153,3.884271265,3.969714333,1.389927101,CHROMOSOME_I,3786597,3787498,+,WBGene00016321,,cds
EEED8.16,5,3.021175152,2.959807522,3.440603315,3.757590731,3.872918789,3.661128025,2.844768152,3.367362831,3.254392763,3.539620775,1.028150637,CHROMOSOME_II,5390211,5393175,-,WBGene00017144,,cds
F10C5.1,5,2.206934548,2.013806509,2.931076559,3.203812306,3.131059078,3.069047857,2.401401434,2.522603045,2.642654259,2.850717541,1.190005797,CHROMOSOME_III,475451,482321,+,WBGene00003134,mat-3,cds
C01G5.8,5,2.242605766,1.664110408,2.711262392,2.689903464,2.859911326,2.634143295,2.524028054,2.733821683,2.406685143,2.417541808,1.195800918,CHROMOSOME_IV,6548840,6552556,+,WBGene00015310,fan-1,cds
T20F5.3,5,1.166182115,0.814435763,2.14225232,2.291816088,2.205779058,1.733221701,1.536422576,1.71671915,1.538690448,1.362151705,1.477380325,CHROMOSOME_I,3909631,3910547,-,WBGene00020625,mrrf-1,cds
F58G11.2,5,3.45330183,2.719610688,3.488482047,3.717346975,3.936130962,3.838615424,3.32697147,3.488761288,3.263799335,2.894909676,1.216520274,CHROMOSOME_V,13665389,13669276,+,WBGene00010280,,cds
R11E3.7,5,2.98198514,2.582634242,3.259619683,3.653473721,3.997944966,3.612217333,3.024589275,3.443749936,2.942867445,2.96547316,1.415310724,CHROMOSOME_IV,4799375,4802584,-,WBGene00001060,dpf-7,cds
Y41E3.8,5,2.43626448,1.827203973,2.715612662,2.69466037,2.982012462,3.323955625,2.844768152,2.867798229,2.645055783,2.375942776,1.496751652,CHROMOSOME_IV,15028322,15029104,-,WBGene00012766,,cds
Y67D2.1,5,2.277416237,1.588419427,2.323184746,2.361464622,2.647085417,2.675015893,2.526467383,2.300537648,2.124426125,2.102058775,1.086596466,CHROMOSOME_III,1570298,1576641,+,WBGene00022051,rep-1,cds
Y87G2A.3,5,0.748353335,0.520689644,1.109989317,1.531666373,2.237283682,2.345835065,1.536422576,2.067933256,1.283436976,1.276332728,1.825145421,CHROMOSOME_I,13536955,13542402,-,WBGene00013595,,cds
C13B9.2,5,0,0,1.3474317,0.892559223,1.785670255,1.36962916,0.96374902,1.790479553,0,0,1.790479553,CHROMOSOME_III,6620214,6622156,+,WBGene00015733,,cds
F26G1.1,5,2.373294092,2.326075413,3.108117502,2.784233632,3.662279437,3.314574364,3.183430551,3.208134564,2.403851739,2.865151501,1.336204024,CHROMOSOME_II,4790311,4795663,+,WBGene00017837,,cds
F27D4.7,5,2.784024874,3.148414137,4.095632296,3.641205192,3.991800808,4.018782312,3.457514287,3.814954009,3.113106703,3.097592302,1.311607423,CHROMOSOME_I,7723746,7724650,-,WBGene00009191,,cds
